Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V),time
164.08,7.49,0.845,6.69,0.268,-0.6,2.3,0.7,-417.9,-263.7,-83.1,1000.2,20.34,3.84,164.08
164.09,7.69,0.63,6.465,0.256,-0.8,-0.7,-1.8,-415.5,-268.5,-86.1,1000.2,20.34,3.84,164.09
164.1,7.74,0.735,6.445,0.289,0.0,-2.3,-3.1,-408.3,-273.3,-91.5,1000.1,20.34,3.84,164.1
164.11,7.405,0.96,6.555,0.126,-0.5,-1.7,-0.6,-413.1,-285.3,-85.5,1000.1,20.34,3.84,164.11
164.12,7.135,1.205,6.725,0.069,-0.5,0.6,1.6,-401.1,-268.5,-89.7,1000.1,20.34,3.84,164.12
164.13,7.21,1.26,6.835,0.204,1.1,0.8,0.0,-413.1,-268.5,-86.1,1000.1,20.34,3.84,164.13
164.14,7.37,1.02,6.78,0.256,0.7,-0.3,-2.0,-410.7,-297.3,-86.7,1000.1,20.34,3.84,164.14
164.15,7.575,0.8,6.62,0.282,-0.6,-0.1,-1.4,-398.7,-270.9,-85.5,1000.2,20.34,3.84,164.15
164.16,7.645,0.735,6.57,0.297,-0.1,0.1,-0.6,-403.5,-287.7,-81.9,1000.1,20.34,3.84,164.16
164.17,7.34,0.94,6.58,0.092,-1.2,-0.2,0.6,-410.7,-275.7,-88.5,1000.2,20.34,3.84,164.17
164.18,7.275,1.13,6.655,0.114,-0.1,1.4,1.6,-381.9,-261.3,-86.1,1000.1,20.34,3.84,164.18
164.19,7.365,1.06,6.63,0.156,0.3,1.2,1.0,-398.7,-273.3,-86.7,1000.2,20.34,3.84,164.19
164.2,7.475,0.955,6.56,0.181,-0.3,-0.5,-1.2,-413.1,-280.5,-83.1,1000.1,20.34,3.84,164.2
164.21,7.465,0.835,6.675,0.239,1.8,0.0,-1.4,-403.5,-275.7,-80.7,1000.2,20.34,3.84,164.21
164.22,7.46,0.96,6.85,0.363,0.4,-0.2,-0.8,-420.3,-258.9,-79.5,1000.2,20.34,3.84,164.22
164.23,7.27,1.1,6.7,0.138,-0.8,-1.8,-0.7,-403.5,-270.9,-77.1,1000.1,20.34,3.84,164.23
164.24,7.305,1.175,6.445,0.002,-1.7,-0.1,0.2,-405.9,-266.1,-94.5,1000.1,20.34,3.84,164.24
164.25,7.485,0.965,6.54,0.176,2.6,2.3,0.9,-410.7,-278.1,-83.7,1000.2,20.34,3.84,164.25
164.26,7.53,0.74,6.75,0.33,0.6,1.6,-0.2,-398.7,-256.5,-83.7,1000.2,20.34,3.84,164.26
164.27,7.475,0.645,6.83,0.336,0.3,-0.9,-1.6,-413.1,-258.9,-84.3,1000.1,20.34,3.84,164.27
164.28,7.445,0.905,6.74,0.273,-0.6,-2.5,-2.6,-408.3,-268.5,-85.5,1000.1,20.34,3.84,164.28
164.29,7.35,1.24,6.57,0.126,-1.5,-2.0,-0.8,-413.1,-285.3,-86.1,1000.0,20.34,3.84,164.29
164.3,7.26,1.24,6.485,0.003,0.4,1.7,1.9,-403.5,-266.1,-86.1,1000.2,20.34,3.84,164.3
164.31,7.42,1.08,6.59,0.173,0.6,3.5,2.8,-389.1,-270.9,-87.3,1000.1,20.34,3.84,164.31
164.32,7.47,0.815,6.735,0.281,0.5,1.4,0.0,-403.5,-263.7,-77.1,1000.2,20.34,3.84,164.32
164.33,7.48,0.8,6.755,0.3,0.1,-1.1,-2.5,-396.3,-275.7,-84.3,1000.1,20.34,3.84,164.33
164.34,7.445,0.905,6.645,0.21,-0.1,-2.4,-2.5,-403.5,-258.9,-78.3,1000.1,20.34,3.84,164.34
164.35,7.355,1.14,6.465,0.049,-2.0,-2.2,-0.7,-398.7,-280.5,-88.5,1000.1,20.34,3.84,164.35
164.36,7.26,1.125,6.56,0.039,0.6,1.5,0.5,-405.9,-278.1,-78.3,1000.2,20.34,3.84,164.36
164.37,7.435,1.045,6.835,0.343,1.9,2.8,1.2,-401.1,-258.9,-90.3,1000.1,20.34,3.84,164.37
164.38,7.47,0.79,6.81,0.329,-0.5,0.9,0.0,-403.5,-273.3,-76.5,1000.2,20.34,3.84,164.38
164.39,7.54,0.73,6.525,0.188,-1.6,-1.8,-1.8,-401.1,-256.5,-82.5,1000.2,20.34,3.84,164.39
164.4,7.535,0.91,6.455,0.154,0.3,-0.9,-1.5,-408.3,-258.9,-82.5,1000.2,20.34,3.84,164.4
164.41,7.35,1.1,6.62,0.143,0.5,0.0,0.3,-408.3,-270.9,-80.7,1000.1,20.34,3.84,164.41
164.42,7.14,1.165,6.785,0.108,-0.1,1.0,1.1,-420.3,-285.3,-83.7,1000.1,20.34,3.84,164.42
164.43,7.275,1.085,6.76,0.18,0.0,1.0,0.0,-408.3,-266.1,-80.7,1000.1,20.34,3.84,164.43
164.44,7.62,0.955,6.57,0.296,1.2,-0.6,-1.6,-420.3,-268.5,-83.1,1000.1,20.34,3.84,164.44
164.45,7.57,0.85,6.525,0.22,-0.5,-0.2,-1.5,-410.7,-278.1,-85.5,1000.1,20.34,3.84,164.45
164.46,7.42,0.795,6.6,0.152,0.0,-0.3,0.1,-415.5,-280.5,-89.1,1000.2,20.34,3.84,164.46
164.47,7.275,0.975,6.695,0.125,-0.6,-0.6,-0.1,-408.3,-270.9,-85.5,1000.1,20.34,3.84,164.47
164.48,7.3,1.2,6.74,0.198,1.0,-0.3,-0.6,-417.9,-266.1,-88.5,1000.1,20.34,3.84,164.48
164.49,7.39,1.15,6.745,0.261,0.7,1.5,0.1,-413.1,-261.3,-83.1,1000.2,20.34,3.84,164.49
164.5,7.57,0.865,6.525,0.221,-0.2,0.3,0.4,-408.3,-275.7,-84.9,1000.2,20.34,3.84,164.5
164.51,7.56,0.705,6.395,0.117,-0.8,0.1,-0.7,-413.1,-266.1,-80.1,1000.1,20.33,3.84,164.51
164.52,7.495,0.875,6.665,0.258,1.2,0.2,-0.1,-398.7,-268.5,-77.1,1000.3,20.33,3.84,164.52
164.53,7.285,1.075,6.885,0.271,0.5,-0.4,-0.1,-403.5,-268.5,-84.3,1000.2,20.33,3.84,164.53
164.54,7.15,1.21,6.78,0.117,-1.8,-1.4,-0.4,-408.3,-266.1,-81.9,1000.2,20.33,3.84,164.54
164.55,7.43,1.195,6.53,0.154,0.0,0.4,-0.3,-415.5,-270.9,-83.1,1000.2,20.33,3.84,164.55
164.56,7.705,0.94,6.48,0.301,1.4,1.0,-0.5,-398.7,-270.9,-82.5,1000.2,20.33,3.84,164.56
164.57,7.605,0.585,6.65,0.309,1.3,0.7,-0.9,-401.1,-266.1,-87.3,1000.2,20.33,3.84,164.57
164.58,7.34,0.675,6.87,0.266,-0.2,0.1,-0.2,-410.7,-268.5,-87.9,1000.1,20.33,3.84,164.58
164.59,7.26,1.06,6.82,0.207,-0.8,-1.5,-0.4,-422.7,-278.1,-87.9,1000.1,20.33,3.84,164.59
164.6,7.265,1.39,6.56,0.077,0.1,-1.7,-1.4,-410.7,-278.1,-83.7,1000.1,20.33,3.84,164.6
164.61,7.385,1.265,6.56,0.149,2.0,2.0,0.4,-403.5,-278.1,-87.9,1000.1,20.33,3.84,164.61
164.62,7.51,0.805,6.61,0.227,-0.4,3.4,2.2,-420.3,-273.3,-78.9,1000.1,20.33,3.84,164.62
164.63,7.655,0.56,6.585,0.303,-2.3,0.0,-0.5,-410.7,-254.1,-78.3,1000.2,20.33,3.84,164.63
164.64,7.495,0.68,6.625,0.216,-0.3,-2.4,-3.1,-417.9,-280.5,-87.3,1000.0,20.33,3.84,164.64
164.65,7.345,1.065,6.815,0.266,1.3,-1.7,-1.9,-415.5,-270.9,-80.1,1000.0,20.33,3.84,164.65
164.66,7.095,1.36,6.85,0.145,-0.9,-0.3,0.4,-398.7,-261.3,-83.1,1000.0,20.33,3.84,164.66
164.67,7.205,1.395,6.655,0.097,0.0,0.9,0.6,-408.3,-273.3,-84.3,1000.0,20.33,3.84,164.67
164.68,7.575,1.015,6.465,0.2,0.6,1.4,-0.1,-410.7,-268.5,-86.1,1000.1,20.33,3.84,164.68
164.69,7.705,0.6,6.485,0.279,-0.1,1.8,0.1,-415.5,-266.1,-87.9,1000.2,20.33,3.84,164.69
164.7,7.545,0.49,6.675,0.276,-2.0,1.0,0.7,-396.3,-270.9,-86.1,1000.1,20.33,3.84,164.7
164.71,7.25,0.845,6.745,0.128,-0.6,-2.1,-0.9,-398.7,-273.3,-82.5,1000.1,20.33,3.84,164.71
164.72,7.26,1.36,6.765,0.206,1.5,-2.0,-2.9,-396.3,-270.9,-84.9,1000.1,20.33,3.84,164.72
164.73,7.305,1.46,6.64,0.169,2.3,-0.3,-0.8,-413.1,-273.3,-83.7,1000.2,20.33,3.84,164.73
164.74,7.46,0.995,6.505,0.138,-1.9,1.0,1.2,-405.9,-278.1,-81.3,1000.1,20.33,3.84,164.74
164.75,7.525,0.595,6.49,0.145,-0.3,1.2,0.4,-410.7,-273.3,-86.1,1000.2,20.33,3.84,164.75
164.76,7.55,0.635,6.75,0.337,1.7,1.2,-0.8,-413.1,-263.7,-86.1,1000.1,20.33,3.84,164.76
164.77,7.55,0.635,6.75,0.337,1.7,1.2,-0.8,-413.1,-263.7,-86.1,1000.1,20.33,3.84,164.77
164.78,7.295,1.01,6.94,0.309,0.4,-0.7,-0.6,-377.1,-266.1,-84.9,1000.1,20.33,3.84,164.78
164.79,7.21,1.34,6.81,0.198,-0.5,-1.2,-0.7,-408.3,-270.9,-85.5,1000.2,20.33,3.84,164.79
164.8,7.4,1.34,6.42,0.078,-0.7,-0.9,-0.3,-403.5,-256.5,-83.7,1000.1,20.33,3.84,164.8
164.81,7.595,0.925,6.27,0.082,0.9,1.1,0.1,-396.3,-263.7,-87.9,1000.1,20.33,3.84,164.81
164.82,7.57,0.585,6.575,0.234,1.3,2.5,1.4,-410.7,-266.1,-81.9,1000.1,20.33,3.84,164.82
164.83,7.33,0.61,6.975,0.327,0.7,1.4,0.2,-420.3,-258.9,-84.9,1000.0,20.33,3.84,164.83
164.84,7.24,1.035,6.975,0.296,-1.5,-2.9,-2.0,-413.1,-258.9,-86.7,1000.2,20.33,3.84,164.84
164.85,7.3,1.375,6.63,0.147,-0.6,-2.9,-2.8,-398.7,-273.3,-83.1,1000.1,20.33,3.84,164.85
164.86,7.525,1.29,6.375,0.136,0.0,0.5,-0.3,-403.5,-266.1,-79.5,1000.1,20.33,3.84,164.86
164.87,7.635,0.76,6.37,0.162,0.3,2.3,1.8,-405.9,-280.5,-79.5,1000.0,20.33,3.84,164.87
164.88,7.58,0.5,6.705,0.322,0.4,2.6,1.0,-398.7,-273.3,-91.5,1000.1,20.33,3.84,164.88
164.89,7.38,0.705,6.95,0.352,1.6,0.0,-0.7,-410.7,-266.1,-84.3,1000.1,20.33,3.84,164.89
164.9,7.155,1.155,6.89,0.19,-2.3,-2.6,-1.9,-413.1,-261.3,-84.9,1000.1,20.33,3.84,164.9
164.91,7.21,1.46,6.57,0.053,-0.2,-2.0,-1.2,-410.7,-263.7,-83.7,1000.1,20.33,3.84,164.91
164.92,7.515,1.345,6.375,0.136,0.9,1.3,-0.2,-413.1,-266.1,-84.3,1000.1,20.33,3.84,164.92
164.93,7.635,0.84,6.41,0.194,0.2,1.7,1.0,-403.5,-268.5,-84.9,1000.1,20.33,3.84,164.93
164.94,7.515,0.5,6.665,0.247,0.7,1.7,0.3,-401.1,-270.9,-79.5,1000.1,20.33,3.84,164.94
164.95,7.355,0.695,6.905,0.302,-0.1,0.1,-0.2,-408.3,-263.7,-79.5,1000.1,20.33,3.84,164.95
164.96,7.22,1.1,6.88,0.224,-0.3,-2.3,-2.1,-396.3,-273.3,-75.9,1000.1,20.33,3.84,164.96
164.97,7.295,1.42,6.66,0.169,-0.7,-2.4,-2.6,-422.7,-261.3,-83.1,1000.1,20.33,3.84,164.97
164.98,7.465,1.16,6.45,0.123,0.4,0.6,-0.3,-386.7,-256.5,-87.3,1000.1,20.33,3.84,164.98
164.99,7.72,0.74,6.43,0.264,-1.5,2.0,1.9,-393.9,-263.7,-79.5,1000.1,20.33,3.84,164.99
165.0,7.54,0.48,6.62,0.235,1.1,1.7,1.0,-398.7,-270.9,-78.9,1000.1,20.33,3.84,165.0
165.01,7.29,0.835,6.95,0.297,0.6,0.6,0.0,-396.3,-278.1,-83.1,1000.1,20.35,3.84,165.01
165.02,7.02,1.205,6.9,0.107,-0.3,-0.9,-0.8,-410.7,-256.5,-86.1,1000.3,20.35,3.84,165.02
165.03,7.33,1.43,6.59,0.15,-1.8,-2.2,-1.5,-405.9,-261.3,-80.7,1000.2,20.35,3.84,165.03
165.04,7.605,1.17,6.27,0.116,1.0,0.0,-1.0,-398.7,-256.5,-82.5,1000.2,20.35,3.84,165.04
165.05,7.79,0.725,6.39,0.292,1.2,2.1,1.1,-401.1,-258.9,-84.3,1000.2,20.35,3.84,165.05
165.06,7.46,0.54,6.78,0.285,1.2,2.4,1.4,-401.1,-273.3,-85.5,1000.2,20.35,3.84,165.06
165.07,7.11,0.85,7.045,0.235,-1.2,-0.8,-0.6,-393.9,-258.9,-81.3,1000.1,20.35,3.84,165.07
165.08,7.13,1.27,6.825,0.141,-0.1,-3.3,-2.6,-403.5,-266.1,-81.3,1000.1,20.35,3.84,165.08
165.09,7.44,1.41,6.505,0.173,0.5,-1.8,-2.9,-410.7,-270.9,-83.1,1000.1,20.35,3.84,165.09
165.1,7.72,1.025,6.315,0.216,1.7,1.7,0.9,-393.9,-273.3,-84.9,1000.1,20.35,3.84,165.1
165.11,7.7,0.555,6.48,0.269,-1.0,3.7,2.9,-408.3,-273.3,-83.7,1000.2,20.35,3.84,165.11
165.12,7.455,0.51,6.82,0.307,-0.2,0.9,0.6,-408.3,-268.5,-84.3,1000.2,20.35,3.84,165.12
165.13,7.16,0.945,7.065,0.293,0.6,-1.8,-2.8,-398.7,-275.7,-72.3,1000.1,20.35,3.84,165.13
165.14,7.1,1.38,6.84,0.145,-1.5,-2.8,-2.3,-427.5,-268.5,-86.7,1000.1,20.35,3.84,165.14
165.15,7.375,1.36,6.335,0.007,-0.6,-0.9,0.0,-403.5,-275.7,-78.3,1000.2,20.35,3.84,165.15
165.16,7.755,1.08,6.23,0.196,1.5,2.5,1.4,-420.3,-294.9,-86.1,1000.2,20.35,3.84,165.16
165.17,7.72,0.61,6.635,0.388,2.3,3.9,1.8,-408.3,-270.9,-81.9,1000.1,20.35,3.84,165.17
165.18,7.34,0.555,6.96,0.32,-1.5,0.9,0.1,-391.5,-263.7,-86.7,1000.2,20.35,3.84,165.18
165.19,7.115,0.905,6.92,0.156,-1.0,-3.2,-2.6,-403.5,-268.5,-87.9,1000.1,20.35,3.84,165.19
165.2,7.24,1.39,6.6,0.085,-0.1,-3.6,-3.4,-403.5,-273.3,-90.3,1000.1,20.35,3.84,165.2
165.21,7.525,1.375,6.335,0.122,1.5,0.1,-0.8,-417.9,-278.1,-78.9,1000.2,20.35,3.84,165.21
165.22,7.63,0.925,6.485,0.246,1.0,3.4,2.2,-405.9,-261.3,-83.1,1000.2,20.35,3.84,165.22
165.23,7.57,0.52,6.75,0.346,-1.5,2.7,1.9,-393.9,-278.1,-81.9,1000.2,20.35,3.84,165.23
165.24,7.41,0.58,6.84,0.291,-0.7,-1.1,-1.5,-427.5,-278.1,-86.7,1000.1,20.35,3.84,165.24
165.25,7.3,1.02,6.815,0.229,1.3,-2.8,-3.3,-417.9,-275.7,-90.3,1000.1,20.35,3.84,165.25
165.26,7.175,1.335,6.635,0.053,-1.3,-1.5,-0.5,-401.1,-278.1,-84.9,1000.2,20.35,3.84,165.26
165.27,7.295,1.3,6.385,-0.029,-1.2,0.8,1.5,-401.1,-273.3,-87.3,1000.1,20.35,3.84,165.27
165.28,7.645,1.03,6.49,0.271,2.1,2.8,0.6,-408.3,-280.5,-88.5,1000.2,20.35,3.84,165.28
165.29,7.765,0.675,6.71,0.475,2.8,2.3,0.1,-396.3,-270.9,-83.1,1000.2,20.35,3.84,165.29
165.3,7.335,0.625,6.765,0.188,-4.0,-0.6,0.3,-415.5,-275.7,-81.3,1000.2,20.35,3.84,165.3
165.31,7.15,0.935,6.705,0.037,-1.0,-3.2,-2.1,-410.7,-285.3,-80.7,1000.1,20.35,3.84,165.31
165.32,7.3,1.365,6.65,0.159,1.5,-1.6,-3.2,-413.1,-266.1,-86.7,1000.1,20.35,3.84,165.32
165.33,7.46,1.295,6.565,0.211,1.4,0.3,0.1,-420.3,-268.5,-83.7,1000.2,20.35,3.84,165.33
165.34,7.495,0.88,6.515,0.16,-0.8,2.4,2.2,-415.5,-263.7,-80.7,1000.2,20.35,3.84,165.34
165.35,7.545,0.61,6.62,0.246,0.4,2.4,1.6,-401.1,-273.3,-86.7,1000.1,20.35,3.84,165.35
165.36,7.48,0.74,6.85,0.36,1.0,0.3,-1.2,-417.9,-275.7,-85.5,1000.1,20.35,3.84,165.36
165.37,7.345,1.045,6.82,0.267,-0.9,-3.1,-2.8,-420.3,-270.9,-80.7,1000.1,20.35,3.84,165.37
165.38,7.195,1.2,6.565,0.004,-2.3,-2.5,-1.6,-420.3,-275.7,-91.5,1000.1,20.35,3.84,165.38
165.39,7.4,1.19,6.43,0.065,-0.1,1.4,1.2,-410.7,-285.3,-83.7,1000.2,20.35,3.84,165.39
165.4,7.645,1.005,6.485,0.265,3.0,3.1,1.4,-401.1,-278.1,-83.7,1000.1,20.35,3.84,165.4
165.41,7.505,0.79,6.745,0.311,0.7,1.4,0.3,-415.5,-263.7,-82.5,1000.1,20.35,3.84,165.41
165.42,7.25,0.715,6.88,0.21,-0.9,-1.0,-1.1,-415.5,-278.1,-81.3,1000.1,20.35,3.84,165.42
165.43,7.245,1.06,6.79,0.176,-1.0,-2.9,-2.9,-405.9,-266.1,-82.5,1000.1,20.35,3.84,165.43
165.44,7.375,1.29,6.54,0.131,0.9,-1.7,-2.0,-410.7,-275.7,-93.3,1000.1,20.35,3.84,165.44
165.45,7.55,1.135,6.385,0.143,-0.1,2.1,1.9,-405.9,-278.1,-87.3,1000.2,20.35,3.84,165.45
165.46,7.58,0.77,6.485,0.195,-0.1,3.4,2.8,-408.3,-273.3,-83.7,1000.1,20.35,3.84,165.46
165.47,7.555,0.61,6.725,0.323,-0.4,0.4,-0.6,-413.1,-258.9,-85.5,1000.1,20.35,3.84,165.47
165.48,7.345,0.825,6.975,0.353,0.6,-2.0,-2.7,-408.3,-268.5,-75.9,1000.1,20.35,3.84,165.48
165.49,7.135,1.17,6.965,0.229,0.4,-2.3,-2.9,-396.3,-280.5,-86.1,1000.1,20.35,3.84,165.49
165.5,7.14,1.35,6.57,-0.014,-2.3,-1.8,-0.5,-410.7,-273.3,-78.3,1000.0,20.35,3.84,165.5
165.51,7.5,1.14,6.27,0.032,-0.3,2.1,1.6,-420.3,-278.1,-86.1,1000.0,20.34,3.84,165.51
165.52,7.835,0.805,6.41,0.345,2.2,4.6,2.2,-408.3,-273.3,-82.5,1000.3,20.34,3.84,165.52
165.53,7.665,0.54,6.7,0.385,0.5,2.1,0.9,-415.5,-270.9,-86.7,1000.2,20.34,3.84,165.53
165.54,7.16,0.715,6.905,0.163,-1.8,-2.4,-1.5,-396.3,-278.1,-86.7,1000.2,20.34,3.84,165.54
165.55,6.99,1.225,6.915,0.098,0.6,-4.4,-4.0,-408.3,-268.5,-86.1,1000.2,20.34,3.84,165.55
165.56,7.255,1.545,6.64,0.145,1.1,-2.1,-2.8,-405.9,-266.1,-90.3,1000.2,20.34,3.84,165.56
165.57,7.57,1.22,6.33,0.133,1.0,1.9,1.4,-401.1,-273.3,-93.9,1000.1,20.34,3.84,165.57
165.58,7.73,0.72,6.345,0.216,-1.9,4.2,4.0,-410.7,-270.9,-82.5,1000.1,20.34,3.84,165.58
165.59,7.585,0.43,6.715,0.329,0.2,2.7,1.5,-410.7,-266.1,-83.7,1000.1,20.34,3.84,165.59
165.6,7.305,0.74,7.09,0.397,1.7,-1.2,-2.8,-391.5,-261.3,-89.7,1000.2,20.34,3.84,165.6
165.61,7.135,1.25,6.97,0.242,-0.3,-4.9,-4.3,-405.9,-273.3,-86.7,1000.2,20.34,3.84,165.61
165.62,7.175,1.365,6.4,-0.099,-0.9,-3.1,-1.8,-413.1,-263.7,-85.5,1000.2,20.34,3.84,165.62
165.63,7.625,1.195,6.18,0.077,0.0,2.0,1.8,-413.1,-266.1,-84.9,1000.1,20.34,3.84,165.63
165.64,7.82,0.7,6.54,0.408,1.9,5.6,3.4,-408.3,-280.5,-79.5,1000.2,20.34,3.84,165.64
165.65,7.44,0.565,7.0,0.421,-1.0,2.6,1.4,-401.1,-266.1,-81.9,1000.1,20.34,3.84,165.65
165.66,7.14,0.845,7.13,0.316,-0.1,-2.7,-2.4,-393.9,-266.1,-89.7,1000.1,20.34,3.84,165.66
165.67,7.14,0.845,7.13,0.316,-0.1,-2.7,-2.4,-393.9,-266.1,-89.7,1000.1,20.34,3.84,165.67
165.68,7.195,1.38,6.76,0.158,-0.9,-4.8,-4.2,-410.7,-273.3,-80.7,1000.1,20.34,3.84,165.68
165.69,7.38,1.38,6.27,-0.028,1.5,-1.7,-1.4,-413.1,-270.9,-84.9,1000.2,20.34,3.84,165.69
165.7,7.69,1.035,6.15,0.091,-0.3,3.4,2.1,-410.7,-270.9,-81.3,1000.1,20.34,3.84,165.7
165.71,7.625,0.475,6.6,0.286,0.0,5.3,3.5,-413.1,-270.9,-84.3,1000.1,20.34,3.84,165.71
165.72,7.495,0.55,7.065,0.505,-1.7,1.7,0.3,-391.5,-275.7,-92.7,1000.1,20.34,3.84,165.72
165.73,7.27,0.935,7.055,0.364,1.2,-4.5,-4.4,-417.9,-266.1,-81.3,1000.1,20.34,3.84,165.73
165.74,7.21,1.4,6.675,0.115,-0.3,-5.9,-5.1,-415.5,-270.9,-89.7,1000.1,20.34,3.84,165.74
165.75,7.2,1.405,6.295,-0.144,-0.4,-0.9,0.2,-405.9,-258.9,-81.3,1000.1,20.34,3.84,165.75
165.76,7.49,1.075,6.35,0.068,0.7,5.7,3.7,-393.9,-270.9,-84.3,1000.2,20.34,3.84,165.76
165.77,7.795,0.645,6.7,0.489,2.4,5.7,2.8,-422.7,-263.7,-87.3,1000.2,20.34,3.84,165.77
165.78,7.61,0.52,6.83,0.429,-2.6,0.2,-0.7,-403.5,-270.9,-81.9,1000.1,20.34,3.84,165.78
165.79,7.265,0.77,6.725,0.12,-2.0,-4.9,-3.1,-417.9,-280.5,-86.7,1000.0,20.34,3.84,165.79
165.8,7.175,1.375,6.67,0.082,1.3,-4.0,-3.7,-415.5,-273.3,-85.5,1000.1,20.34,3.84,165.8
165.81,7.27,1.505,6.595,0.12,3.4,0.0,-0.6,-413.1,-270.9,-89.7,1000.0,20.34,3.84,165.81
165.82,7.455,1.065,6.445,0.102,-1.6,2.7,2.3,-405.9,-280.5,-80.1,1000.1,20.34,3.84,165.82
165.83,7.605,0.595,6.475,0.196,-2.1,3.3,2.5,-396.3,-266.1,-78.3,1000.2,20.34,3.84,165.83
165.84,7.65,0.53,6.81,0.446,0.6,1.4,-0.5,-415.5,-268.5,-83.1,1000.2,20.34,3.84,165.84
165.85,7.39,0.895,6.97,0.388,0.8,-2.1,-2.4,-425.1,-268.5,-87.9,1000.1,20.34,3.84,165.85
165.86,7.105,1.265,6.765,0.082,0.4,-3.2,-2.3,-398.7,-268.5,-83.1,1000.2,20.34,3.84,165.86
165.87,7.285,1.33,6.4,-0.022,-0.7,-1.0,0.1,-403.5,-275.7,-81.3,1000.0,20.34,3.84,165.87
165.88,7.565,1.025,6.34,0.113,0.1,2.0,0.8,-413.1,-258.9,-87.9,1000.2,20.34,3.84,165.88
165.89,7.665,0.73,6.65,0.364,2.1,3.7,0.8,-410.7,-266.1,-83.7,1000.2,20.34,3.84,165.89
165.9,7.5,0.68,6.91,0.411,-0.1,1.7,0.7,-420.3,-270.9,-83.1,1000.1,20.34,3.84,165.9
165.91,7.23,0.95,6.81,0.168,-2.6,-2.4,-0.7,-405.9,-261.3,-83.7,1000.1,20.34,3.84,165.91
165.92,7.23,1.27,6.58,0.048,0.7,-3.3,-3.1,-415.5,-268.5,-79.5,1000.2,20.34,3.84,165.92
165.93,7.465,1.29,6.5,0.172,1.8,-1.2,-2.1,-422.7,-268.5,-89.1,1000.1,20.34,3.84,165.93
165.94,7.55,0.87,6.505,0.194,-0.1,2.6,1.6,-408.3,-266.1,-91.5,1000.0,20.34,3.84,165.94
165.95,7.51,0.665,6.715,0.286,-1.1,3.4,2.4,-410.7,-263.7,-83.7,1000.2,20.34,3.84,165.95
165.96,7.44,0.8,6.9,0.369,0.6,0.3,-1.0,-391.5,-266.1,-86.1,1000.1,20.34,3.84,165.96
165.97,7.31,1.045,6.775,0.211,-0.3,-3.7,-3.1,-405.9,-268.5,-83.7,1000.2,20.34,3.84,165.97
165.98,7.23,1.18,6.585,0.04,-1.1,-1.5,-1.2,-408.3,-256.5,-87.3,1000.1,20.34,3.84,165.98
165.99,7.49,1.095,6.45,0.135,0.1,0.8,1.1,-403.5,-266.1,-86.7,1000.1,20.34,3.84,165.99
166.0,7.615,0.92,6.5,0.244,1.2,2.2,0.4,-417.9,-282.9,-78.9,1000.2,20.34,3.84,166.0
166.01,7.485,0.795,6.74,0.294,1.7,2.5,0.9,-403.5,-268.5,-86.1,1000.2,20.34,3.84,166.01
166.02,7.24,0.875,6.825,0.178,-1.3,0.1,0.2,-410.7,-268.5,-81.3,1000.1,20.34,3.84,166.02
166.03,7.23,1.075,6.665,0.082,-1.6,-2.9,-2.0,-393.9,-278.1,-86.1,1000.2,20.34,3.84,166.03
166.04,7.435,1.245,6.525,0.16,0.6,-2.1,-2.9,-403.5,-280.5,-79.5,1000.2,20.34,3.84,166.04
166.05,7.62,0.965,6.555,0.288,2.1,1.8,0.2,-415.5,-278.1,-84.3,1000.2,20.34,3.84,166.05
166.06,7.615,0.735,6.58,0.281,-1.2,1.6,2.0,-408.3,-273.3,-79.5,1000.1,20.34,3.84,166.06
166.07,7.35,0.73,6.725,0.179,-1.3,0.4,-0.1,-415.5,-270.9,-87.3,1000.1,20.34,3.84,166.07
166.08,7.205,1.07,6.9,0.223,1.0,-1.4,-2.2,-401.1,-278.1,-81.3,1000.1,20.34,3.84,166.08
166.09,7.24,1.275,6.9,0.272,0.7,-1.3,-1.7,-415.5,-278.1,-88.5,1000.2,20.34,3.84,166.09
166.1,7.35,1.185,6.55,0.106,-1.1,-0.3,0.4,-413.1,-266.1,-83.7,1000.1,20.34,3.84,166.1
166.11,7.645,0.89,6.28,0.124,0.6,1.7,0.9,-405.9,-268.5,-76.5,1000.2,20.34,3.84,166.11
166.12,7.805,0.735,6.465,0.351,-0.6,2.6,1.5,-403.5,-285.3,-85.5,1000.1,20.34,3.84,166.12
166.13,7.4,0.68,6.82,0.276,0.6,1.2,0.2,-415.5,-258.9,-82.5,1000.2,20.34,3.84,166.13
166.14,7.165,1.0,6.98,0.243,-1.0,-2.1,-2.1,-425.1,-263.7,-84.3,1000.1,20.34,3.84,166.14
166.15,7.14,1.295,6.705,0.07,0.0,-4.3,-3.2,-410.7,-263.7,-83.1,1000.2,20.34,3.84,166.15
166.16,7.415,1.355,6.5,0.143,1.4,-0.3,-0.9,-408.3,-275.7,-84.3,1000.1,20.34,3.84,166.16
166.17,7.625,0.965,6.43,0.211,2.1,3.7,2.6,-403.5,-266.1,-84.9,1000.1,20.34,3.84,166.17
166.18,7.64,0.63,6.615,0.315,-2.0,3.9,2.6,-405.9,-280.5,-84.9,1000.2,20.34,3.84,166.18
